1499270698.741,
1.001,
1499270701.753,
1499270702.758,
1499270704.764,
1499270706.771,
1499270707.777,
1499270709.784,
2.002,
2.002,
1499270715.804,
2.001,
1499270718.813,
1499270720.821,
2.002,
1499270723.834,
1499270725.841,
1499270726.848,
1499270728.855,
1499270730.860,
1499270732.865,
1499270734.870,
1499270736.875,
1499270738.880,
1499270739.885,
1499270741.891,
1499270742.897,
1499270743.903,
1499270745.909,
1.001,
1499270748.923,
1499270749.930,
1.001,
1499270751.942,
1499270753.949,
1499270754.955,
2.002,
1499270757.965,
1499270758.971,
1499270760.977,
1499270762.981,
1.001,
1.001,
1499270765.995,
1.001,
1499270769.006,
2.002,
2.002,
1.001,
1499270776.029,
1499270777.035,
1499270778.042,
1499270779.047,
1499270781.052,
1.000,
2.002,
1499270785.068,
2.002,
1499270789.081,
1.001,
1.001,
1499270792.093,
1499270793.100,
1499270795.105,
1.001,
2.002,
1499270800.124,
1499270801.130,
1.001,
1499270804.142,
1499270805.147,
1.001,
1499270808.158,
1499270809.163,
1.001,
1499270812.177,
2.002,
2.002,
1499270817.197,
1499270819.204,
1.001,
1499270822.217,
1499270823.222,
1499270825.227,
1499270826.232,
2.000,
1499270829.242,
2.002,
1499270832.253,
1499270833.260,
1.001,
1499270836.272,
1499270837.278,
1499270839.283,
1499270840.289,
1499270842.294,
1499270844.302,
1499270845.308,
1499270847.315,
1499270848.319,
2.002,
1499270851.330,
1499270853.336,
2.002,
1499270857.351,
1499270858.357,
2.002,
1499270861.371,
1499270862.376,
1499270863.381,
1499270864.387,
1499270866.392,
1.001,
1499270869.405,
1499270870.410,
2.002,
1499270873.421,
1499270874.426,
1.000,
1499270876.435,
1.001,
1499270879.448,
1499270881.455,
1499270883.460,
2.002,
1499270886.470,
1499270887.476,
1499270889.484,
1499270891.491,
1499270892.498,
1.001,
1499270894.509,
1.001,
1499270897.523,
1499270898.529,
1499270899.533,
1499270900.538,
1499270901.544,
1.001,
1.001,
1.001,
1.001,
1.001,
1499270907.577,
2.002,
1499270911.591,
1.001,
1499270914.604,
1.001,
1499270917.614,
2.001,
1499270920.625,
1.001,
1499270923.637,
1499270925.643,
1499270926.648,
1499270927.653,
1499270928.658,
1499270930.666,
1499270932.672,
1.000,
1499270934.684,
1499270935.689,
1499270936.694,
1499270938.700,
1499270939.706,
1499270940.711,
1499270941.715,
1.001,
2.000,
1499270946.731,
1499270947.738,
1.001,
1499270950.752,
1499270951.758,
2.002,
1499270955.773,
1499270957.781,
1499270959.788,
1499270961.796,
1499270963.800,
1499270965.802,
2.002,
1499270969.816,
1.001,
1.001,
2.002,
1499270975.842,
1.001,
1499270978.854,
1.001,
1499270980.863,
2.001,
1499270984.876,
1.001,
1.001,
1.001,
1.001,
2.002,
1499270992.913,
2.002,
2.002,
1499270997.930,
1.001,
1499271000.941,
1499271002.946,
1.001,
2.002,
1499271007.966,
1499271009.972,
1499271010.978,
1.001,
1.001,
1499271013.992,
1.001,
1499271016.001,
1499271017.006,
1.001,
1.001,
1499271020.021,
1499271021.025,
1499271023.031,
1499271025.037,
1.000,
1499271028.047,
1499271029.054,
1499271030.059,
1499271032.063,
1499271034.069,
2.002,
2.002,
1499271039.090,
2.002,
1499271042.099,
1499271044.105,
1499271046.108,
1499271048.114,
1499271050.120,
1.001,
1499271052.130,
1499271054.135,
1.001,
1.001,
1499271058.153,
1499271060.160,
2.002,
1499271064.173,
1499271066.178,
1499271068.182,
1499271069.189,
1499271071.196,
1499271073.203,
1499271075.209,
1499271077.214,
2.002,
2.002,
1499271082.233,
1499271083.238,
1499271084.242,
1499271085.248,
